1.41811	0.06245	0.14843	1	1
1.47703	0.32935	0.12674	1	1
1.80468	2.01305	0.18574	1	1
1.59193	2.30401	0.10469	1	1
1.30463	-0.16596	0.15073	2	1
1.21852	0.10318	0.05654	2	1
0.95026	0.22868	0.15552	2	1
2.05814	1.99655	0.18825	2	1
1.51543	0.12667	0.18331	3	1
1.14405	1.98778	0.25225	3	1
0.46429	-2.74341	0.20093	1	2
0.28227	-2.26857	0.26074	1	2
1.01832	-1.70256	0.32517	1	2
1.3784	0.8036	0.19098	1	2
0.55474	-1.44975	0.34075	2	2
1.73185	0.73005	0.14341	2	2
1.4342	0.84885	0.11995	2	2
0.6464	2.66381	0.39275	2	2
1.1064	-1.3969	0.19598	3	2
1.66544	0.7285	0.0981	3	2
0.94676	-0.93393	0.06713	1	3
0.83992	-0.74371	0.11924	1	3
1.07983	-0.46626	0.17154	1	3
0.96256	-0.44516	0.12454	1	3
1.21828	-0.8066	0.21113	2	3
1.17266	-0.76548	0.16692	2	3
1.49252	-0.52602	0.19399	2	3
1.09781	-0.25021	0.052	2	3
1.18722	-1.31787	0.13321	3	3
1.35127	-0.47087	0.09622	3	3
